payment_id,loan_id,payment_date,amount_paid,payment_status
4061,258,2021-09-16,458.14,On-time
4062,258,2021-10-16,458.14,Late
4063,258,2021-11-15,458.14,On-time
4064,259,2019-03-31,806.61,On-time
4065,259,2019-04-30,806.61,Late
4066,259,2019-05-30,806.61,On-time
4067,259,2019-06-29,806.61,On-time
4068,259,2019-07-29,0.0,Missed
4069,260,2023-09-07,0.0,Missed
4070,260,2023-10-07,1787.25,On-time
4071,260,2023-11-06,1787.25,On-time
4072,260,2023-12-06,1787.25,On-time
4073,260,2024-01-05,1787.25,On-time
4074,260,2024-02-04,1787.25,On-time
4075,260,2024-03-05,1787.25,Late
4076,260,2024-04-04,1787.25,On-time
4077,260,2024-05-04,1787.25,On-time
4078,260,2024-06-03,1787.25,On-time
4079,260,2024-07-03,1787.25,On-time
4080,261,2022-03-01,873.08,On-time
4081,261,2022-03-31,873.08,On-time
4082,261,2022-04-30,873.08,On-time
4083,261,2022-05-30,873.08,On-time
4084,261,2022-06-29,873.08,On-time
4085,261,2022-07-29,873.08,On-time
4086,261,2022-08-28,873.08,On-time
4087,261,2022-09-27,873.08,On-time
4088,261,2022-10-27,873.08,On-time
4089,261,2022-11-26,873.08,On-time
4090,261,2022-12-26,0.0,Missed
4091,261,2023-01-25,873.08,Late
4092,261,2023-02-24,873.08,On-time
4093,262,2023-01-23,787.83,On-time
4094,262,2023-02-22,787.83,On-time
4095,262,2023-03-24,787.83,On-time
4096,262,2023-04-23,787.83,Late
4097,262,2023-05-23,787.83,On-time
4098,262,2023-06-22,787.83,On-time
4099,262,2023-07-22,787.83,On-time
4100,262,2023-08-21,787.83,On-time
4101,262,2023-09-20,787.83,On-time
4102,262,2023-10-20,787.83,Late
4103,262,2023-11-19,787.83,On-time
4104,262,2023-12-19,787.83,On-time
4105,262,2024-01-18,787.83,On-time
4106,263,2021-06-27,1264.0,On-time
4107,263,2021-07-27,1264.0,On-time
4108,263,2021-08-26,1264.0,On-time
4109,263,2021-09-25,1264.0,Late
4110,263,2021-10-25,1264.0,On-time
4111,263,2021-11-24,1264.0,On-time
4112,263,2021-12-24,1264.0,On-time
4113,263,2022-01-23,1264.0,On-time
4114,263,2022-02-22,1264.0,Late
4115,263,2022-03-24,1264.0,On-time
4116,263,2022-04-23,1264.0,On-time
4117,263,2022-05-23,1264.0,On-time
4118,263,2022-06-22,1264.0,Late
4119,263,2022-07-22,1264.0,On-time
4120,263,2022-08-21,1264.0,On-time
4121,263,2022-09-20,1264.0,On-time
4122,263,2022-10-20,1264.0,On-time
4123,263,2022-11-19,1264.0,On-time
4124,263,2022-12-19,1264.0,On-time
4125,263,2023-01-18,0.0,Missed
4126,263,2023-02-17,1264.0,On-time
4127,264,2019-09-02,1166.44,On-time
4128,264,2019-10-02,1166.44,On-time
4129,264,2019-11-01,1166.44,On-time
4130,264,2019-12-01,1166.44,On-time
4131,264,2019-12-31,1166.44,Late
4132,264,2020-01-30,1166.44,Late
4133,264,2020-02-29,1166.44,On-time
4134,264,2020-03-30,1166.44,On-time
4135,264,2020-04-29,1166.44,On-time
4136,264,2020-05-29,1166.44,On-time
4137,264,2020-06-28,1166.44,On-time
4138,264,2020-07-28,1166.44,On-time
4139,264,2020-08-27,1166.44,On-time
4140,264,2020-09-26,1166.44,On-time
4141,264,2020-10-26,1166.44,On-time
4142,264,2020-11-25,1166.44,On-time
4143,264,2020-12-25,1166.44,On-time
4144,264,2021-01-24,0.0,Missed
4145,264,2021-02-23,1166.44,On-time
4146,264,2021-03-25,1166.44,On-time
4147,264,2021-04-24,1166.44,On-time
4148,264,2021-05-24,0.0,Missed
4149,264,2021-06-23,1166.44,On-time
4150,264,2021-07-23,1166.44,On-time
4151,264,2021-08-22,1166.44,Late
4152,264,2021-09-21,1166.44,On-time
4153,265,2019-09-16,209.38,On-time
4154,265,2019-10-16,209.38,On-time
4155,265,2019-11-15,209.38,On-time
4156,265,2019-12-15,209.38,On-time
4157,265,2020-01-14,209.38,On-time
4158,265,2020-02-13,209.38,On-time
4159,265,2020-03-14,209.38,On-time
4160,265,2020-04-13,209.38,On-time
4161,265,2020-05-13,209.38,On-time
4162,266,2022-07-05,0.0,Missed
4163,266,2022-08-04,878.88,On-time
4164,266,2022-09-03,878.88,On-time
4165,266,2022-10-03,878.88,On-time
4166,266,2022-11-02,878.88,On-time
4167,267,2021-03-26,298.12,On-time
4168,267,2021-04-25,298.12,On-time
4169,267,2021-05-25,298.12,On-time
4170,267,2021-06-24,298.12,On-time
4171,267,2021-07-24,298.12,On-time
4172,267,2021-08-23,298.12,On-time
4173,267,2021-09-22,298.12,On-time
4174,267,2021-10-22,298.12,On-time
4175,267,2021-11-21,298.12,On-time
4176,267,2021-12-21,298.12,On-time
4177,267,2022-01-20,298.12,On-time
4178,267,2022-02-19,298.12,On-time
4179,267,2022-03-21,298.12,Late
4180,267,2022-04-20,298.12,On-time
4181,267,2022-05-20,298.12,On-time
4182,267,2022-06-19,298.12,Late
4183,267,2022-07-19,298.12,On-time
4184,267,2022-08-18,298.12,On-time
4185,267,2022-09-17,298.12,On-time
4186,267,2022-10-17,298.12,On-time
4187,267,2022-11-16,298.12,On-time
4188,267,2022-12-16,298.12,On-time
4189,267,2023-01-15,298.12,On-time
4190,267,2023-02-14,298.12,On-time
4191,267,2023-03-16,298.12,Late
4192,267,2023-04-15,298.12,On-time
4193,267,2023-05-15,298.12,On-time
4194,267,2023-06-14,298.12,On-time
4195,267,2023-07-14,298.12,On-time
4196,268,2020-01-31,793.45,On-time
4197,268,2020-03-01,793.45,On-time
4198,268,2020-03-31,793.45,On-time
4199,268,2020-04-30,793.45,On-time
4200,268,2020-05-30,793.45,On-time
4201,268,2020-06-29,793.45,On-time
4202,268,2020-07-29,793.45,On-time
4203,268,2020-08-28,793.45,On-time
4204,268,2020-09-27,793.45,On-time
4205,269,2021-07-16,574.78,On-time
4206,269,2021-08-15,574.78,Late
4207,269,2021-09-14,574.78,Late
4208,269,2021-10-14,574.78,Late
4209,269,2021-11-13,0.0,Missed
4210,269,2021-12-13,574.78,On-time
4211,269,2022-01-12,574.78,On-time
4212,269,2022-02-11,574.78,On-time
4213,269,2022-03-13,574.78,Late
4214,270,2019-05-28,1351.61,On-time
4215,270,2019-06-27,1351.61,On-time
4216,270,2019-07-27,1351.61,On-time
4217,270,2019-08-26,1351.61,On-time
4218,270,2019-09-25,1351.61,On-time
4219,270,2019-10-25,1351.61,On-time
4220,270,2019-11-24,1351.61,Late
4221,270,2019-12-24,1351.61,On-time
4222,270,2020-01-23,1351.61,On-time
4223,270,2020-02-22,1351.61,On-time
4224,270,2020-03-23,1351.61,On-time
4225,270,2020-04-22,1351.61,On-time
4226,271,2021-12-28,366.05,On-time
4227,271,2022-01-27,366.05,On-time
4228,271,2022-02-26,366.05,On-time
4229,271,2022-03-28,366.05,On-time
4230,271,2022-04-27,366.05,On-time
4231,271,2022-05-27,366.05,On-time
4232,271,2022-06-26,366.05,On-time
4233,271,2022-07-26,366.05,On-time
4234,271,2022-08-25,366.05,On-time
4235,271,2022-09-24,366.05,On-time
4236,271,2022-10-24,366.05,On-time
4237,271,2022-11-23,366.05,On-time
4238,271,2022-12-23,0.0,Missed
4239,272,2020-06-04,457.0,On-time
4240,272,2020-07-04,457.0,Late
4241,272,2020-08-03,457.0,Late
4242,272,2020-09-02,457.0,On-time
4243,272,2020-10-02,457.0,Late
4244,272,2020-11-01,457.0,On-time
4245,272,2020-12-01,457.0,Late
4246,272,2020-12-31,457.0,On-time
4247,272,2021-01-30,457.0,On-time
4248,272,2021-03-01,457.0,Late
4249,272,2021-03-31,457.0,On-time
4250,272,2021-04-30,457.0,On-time
4251,272,2021-05-30,457.0,Late
4252,272,2021-06-29,457.0,Late
4253,272,2021-07-29,0.0,Missed
4254,272,2021-08-28,457.0,On-time
4255,272,2021-09-27,457.0,On-time
4256,272,2021-10-27,457.0,On-time
4257,272,2021-11-26,457.0,On-time
4258,272,2021-12-26,457.0,On-time
4259,273,2023-01-25,150.72,On-time
4260,273,2023-02-24,150.72,On-time
4261,273,2023-03-26,150.72,On-time
4262,273,2023-04-25,150.72,On-time
4263,273,2023-05-25,150.72,On-time
4264,273,2023-06-24,150.72,On-time
4265,273,2023-07-24,150.72,On-time
4266,273,2023-08-23,150.72,On-time
4267,273,2023-09-22,150.72,On-time
4268,273,2023-10-22,150.72,On-time
4269,273,2023-11-21,150.72,On-time
4270,273,2023-12-21,150.72,On-time
4271,273,2024-01-20,150.72,On-time
4272,273,2024-02-19,150.72,Late
4273,273,2024-03-20,150.72,On-time
4274,273,2024-04-19,150.72,Late
4275,273,2024-05-19,150.72,On-time
4276,273,2024-06-18,150.72,On-time
4277,273,2024-07-18,150.72,On-time
4278,273,2024-08-17,150.72,On-time
4279,273,2024-09-16,150.72,On-time
4280,273,2024-10-16,150.72,On-time
4281,273,2024-11-15,150.72,Late
4282,273,2024-12-15,150.72,On-time
4283,273,2025-01-14,150.72,Late
4284,273,2025-02-13,150.72,Late
4285,274,2020-08-19,2025.25,On-time
4286,274,2020-09-18,2025.25,On-time
4287,274,2020-10-18,2025.25,On-time
4288,274,2020-11-17,2025.25,On-time
4289,274,2020-12-17,2025.25,On-time
4290,274,2021-01-16,2025.25,On-time
4291,274,2021-02-15,2025.25,On-time
4292,274,2021-03-17,2025.25,On-time
4293,274,2021-04-16,2025.25,On-time
4294,274,2021-05-16,2025.25,On-time
4295,274,2021-06-15,2025.25,On-time
4296,275,2021-05-10,964.17,On-time
4297,275,2021-06-09,964.17,On-time
4298,275,2021-07-09,964.17,On-time
4299,275,2021-08-08,0.0,Missed
4300,275,2021-09-07,964.17,On-time
4301,275,2021-10-07,964.17,Late
4302,275,2021-11-06,964.17,On-time
4303,275,2021-12-06,964.17,On-time
4304,275,2022-01-05,964.17,On-time
4305,275,2022-02-04,964.17,Late
4306,275,2022-03-06,964.17,On-time
4307,275,2022-04-05,964.17,Late
4308,275,2022-05-05,964.17,On-time
4309,275,2022-06-04,964.17,On-time
4310,275,2022-07-04,964.17,On-time
4311,275,2022-08-03,964.17,On-time
4312,275,2022-09-02,964.17,On-time
4313,275,2022-10-02,964.17,On-time
4314,275,2022-11-01,964.17,On-time
4315,275,2022-12-01,964.17,Late
4316,276,2019-02-21,595.96,On-time
4317,276,2019-03-23,595.96,On-time
4318,276,2019-04-22,595.96,On-time
4319,276,2019-05-22,595.96,On-time
4320,276,2019-06-21,595.96,On-time
4321,276,2019-07-21,0.0,Missed
4322,276,2019-08-20,595.96,Late
4323,276,2019-09-19,595.96,On-time
4324,276,2019-10-19,595.96,On-time
4325,276,2019-11-18,595.96,On-time
4326,276,2019-12-18,595.96,On-time
4327,276,2020-01-17,595.96,On-time
4328,276,2020-02-16,595.96,On-time
4329,276,2020-03-17,595.96,On-time
4330,276,2020-04-16,595.96,On-time
4331,276,2020-05-16,595.96,On-time
4332,276,2020-06-15,595.96,On-time
4333,276,2020-07-15,595.96,On-time
4334,276,2020-08-14,595.96,On-time
4335,276,2020-09-13,595.96,On-time
4336,276,2020-10-13,595.96,On-time
4337,276,2020-11-12,595.96,On-time
4338,276,2020-12-12,595.96,Late
4339,276,2021-01-11,595.96,On-time
4340,276,2021-02-10,595.96,On-time
4341,276,2021-03-12,595.96,On-time
4342,276,2021-04-11,595.96,On-time
4343,276,2021-05-11,595.96,On-time
4344,276,2021-06-10,0.0,Missed
4345,277,2019-06-12,1356.44,On-time
4346,277,2019-07-12,0.0,Missed
4347,277,2019-08-11,1356.44,On-time
4348,277,2019-09-10,1356.44,Late
4349,277,2019-10-10,1356.44,On-time
4350,277,2019-11-09,1356.44,On-time
4351,277,2019-12-09,1356.44,On-time
4352,277,2020-01-08,1356.44,Late
4353,277,2020-02-07,0.0,Missed
4354,277,2020-03-08,1356.44,On-time
4355,277,2020-04-07,0.0,Missed
4356,277,2020-05-07,1356.44,On-time
4357,277,2020-06-06,1356.44,On-time
4358,277,2020-07-06,1356.44,On-time
4359,277,2020-08-05,1356.44,On-time
4360,277,2020-09-04,1356.44,On-time
4361,277,2020-10-04,1356.44,On-time
4362,278,2021-01-16,607.31,On-time
4363,278,2021-02-15,607.31,On-time
4364,278,2021-03-17,607.31,On-time
4365,278,2021-04-16,0.0,Missed
4366,278,2021-05-16,607.31,On-time
4367,278,2021-06-15,607.31,On-time
4368,278,2021-07-15,0.0,Missed
4369,278,2021-08-14,607.31,Late
4370,278,2021-09-13,607.31,On-time
4371,278,2021-10-13,607.31,On-time
4372,278,2021-11-12,607.31,On-time
4373,278,2021-12-12,607.31,On-time
4374,278,2022-01-11,607.31,On-time
4375,278,2022-02-10,607.31,On-time
4376,278,2022-03-12,607.31,Late
4377,278,2022-04-11,607.31,On-time
4378,278,2022-05-11,607.31,Late
4379,278,2022-06-10,607.31,On-time
4380,278,2022-07-10,607.31,On-time
4381,278,2022-08-09,607.31,On-time
4382,278,2022-09-08,607.31,Late
4383,278,2022-10-08,607.31,On-time
4384,278,2022-11-07,607.31,On-time
4385,278,2022-12-07,607.31,On-time
4386,278,2023-01-06,607.31,On-time
4387,278,2023-02-05,607.31,On-time
4388,278,2023-03-07,607.31,On-time
4389,279,2021-06-24,410.19,On-time
4390,279,2021-07-24,410.19,On-time
4391,279,2021-08-23,410.19,On-time
4392,279,2021-09-22,410.19,On-time
4393,279,2021-10-22,410.19,On-time
4394,279,2021-11-21,410.19,On-time
4395,279,2021-12-21,410.19,On-time
4396,279,2022-01-20,410.19,On-time
4397,279,2022-02-19,410.19,On-time
4398,279,2022-03-21,410.19,On-time
4399,279,2022-04-20,410.19,On-time
4400,279,2022-05-20,410.19,Late
4401,279,2022-06-19,410.19,On-time
4402,279,2022-07-19,410.19,Late
4403,279,2022-08-18,410.19,On-time
4404,279,2022-09-17,410.19,On-time
4405,279,2022-10-17,410.19,On-time
4406,280,2022-01-30,256.42,Late
4407,280,2022-03-01,256.42,Late
4408,280,2022-03-31,256.42,On-time
4409,280,2022-04-30,256.42,On-time
4410,280,2022-05-30,256.42,Late
4411,280,2022-06-29,256.42,On-time
4412,280,2022-07-29,256.42,On-time
4413,280,2022-08-28,256.42,On-time
4414,280,2022-09-27,256.42,On-time
4415,280,2022-10-27,256.42,On-time
4416,280,2022-11-26,256.42,On-time
4417,280,2022-12-26,0.0,Missed
4418,280,2023-01-25,256.42,On-time
4419,280,2023-02-24,256.42,On-time
4420,280,2023-03-26,256.42,On-time
4421,280,2023-04-25,0.0,Missed
4422,280,2023-05-25,256.42,On-time
4423,280,2023-06-24,256.42,On-time
4424,280,2023-07-24,256.42,On-time
4425,280,2023-08-23,256.42,On-time
4426,280,2023-09-22,256.42,Late
4427,280,2023-10-22,256.42,On-time
4428,280,2023-11-21,256.42,On-time
4429,280,2023-12-21,256.42,On-time
4430,280,2024-01-20,256.42,Late
4431,280,2024-02-19,256.42,On-time
4432,280,2024-03-20,256.42,On-time
4433,281,2020-07-16,754.08,On-time
4434,281,2020-08-15,754.08,Late
4435,281,2020-09-14,0.0,Missed
4436,281,2020-10-14,754.08,On-time
4437,281,2020-11-13,754.08,On-time
4438,281,2020-12-13,754.08,On-time
4439,281,2021-01-12,754.08,On-time
4440,281,2021-02-11,754.08,On-time
4441,281,2021-03-13,754.08,On-time
4442,281,2021-04-12,754.08,Late
4443,281,2021-05-12,754.08,On-time
4444,281,2021-06-11,754.08,On-time
4445,281,2021-07-11,0.0,Missed
4446,281,2021-08-10,754.08,On-time
4447,281,2021-09-09,0.0,Missed
4448,281,2021-10-09,0.0,Missed
4449,281,2021-11-08,754.08,On-time
4450,282,2022-07-22,1296.42,On-time
4451,282,2022-08-21,1296.42,Late
4452,282,2022-09-20,1296.42,On-time
4453,282,2022-10-20,1296.42,On-time
4454,282,2022-11-19,1296.42,Late
4455,282,2022-12-19,1296.42,On-time
4456,282,2023-01-18,1296.42,On-time
4457,282,2023-02-17,1296.42,Late
4458,282,2023-03-19,1296.42,On-time
4459,282,2023-04-18,1296.42,On-time
4460,282,2023-05-18,0.0,Missed
4461,283,2023-05-19,536.88,On-time
4462,283,2023-06-18,536.88,On-time
4463,283,2023-07-18,536.88,On-time
4464,283,2023-08-17,536.88,On-time
4465,283,2023-09-16,536.88,On-time
4466,283,2023-10-16,536.88,On-time
4467,283,2023-11-15,0.0,Missed
4468,283,2023-12-15,536.88,Late
4469,283,2024-01-14,536.88,On-time
4470,283,2024-02-13,536.88,Late
4471,283,2024-03-14,536.88,On-time
4472,283,2024-04-13,536.88,On-time
4473,283,2024-05-13,536.88,On-time
4474,283,2024-06-12,536.88,On-time
4475,283,2024-07-12,536.88,On-time
4476,283,2024-08-11,536.88,On-time
4477,283,2024-09-10,536.88,On-time
4478,283,2024-10-10,536.88,Late
4479,283,2024-11-09,536.88,On-time
4480,283,2024-12-09,536.88,On-time
4481,283,2025-01-08,536.88,Late
4482,284,2022-12-24,821.44,On-time
4483,284,2023-01-23,821.44,On-time
4484,284,2023-02-22,821.44,On-time
4485,284,2023-03-24,821.44,On-time
4486,284,2023-04-23,821.44,On-time
4487,284,2023-05-23,821.44,On-time
4488,284,2023-06-22,0.0,Missed
4489,284,2023-07-22,821.44,On-time
4490,284,2023-08-21,821.44,On-time
4491,284,2023-09-20,821.44,Late
4492,284,2023-10-20,821.44,On-time
4493,284,2023-11-19,821.44,Late
4494,284,2023-12-19,821.44,On-time
4495,284,2024-01-18,821.44,On-time
4496,284,2024-02-17,821.44,Late
4497,284,2024-03-18,821.44,Late
4498,284,2024-04-17,821.44,Late
4499,284,2024-05-17,821.44,On-time
4500,284,2024-06-16,0.0,Missed
4501,284,2024-07-16,0.0,Missed
4502,284,2024-08-15,821.44,On-time
4503,284,2024-09-14,821.44,On-time
4504,284,2024-10-14,821.44,On-time
4505,284,2024-11-13,0.0,Missed
4506,284,2024-12-13,821.44,On-time
4507,285,2019-04-13,1179.11,On-time
4508,285,2019-05-13,1179.11,On-time
4509,285,2019-06-12,1179.11,Late
4510,285,2019-07-12,1179.11,On-time
4511,285,2019-08-11,1179.11,Late
4512,285,2019-09-10,1179.11,On-time
4513,285,2019-10-10,1179.11,Late
4514,285,2019-11-09,1179.11,On-time
4515,285,2019-12-09,1179.11,On-time
4516,285,2020-01-08,1179.11,Late
4517,285,2020-02-07,1179.11,Late
4518,285,2020-03-08,1179.11,On-time
4519,285,2020-04-07,1179.11,On-time
4520,285,2020-05-07,1179.11,On-time
4521,286,2021-06-25,66.75,On-time
4522,286,2021-07-25,66.75,On-time
4523,286,2021-08-24,66.75,On-time
4524,286,2021-09-23,0.0,Missed
4525,286,2021-10-23,66.75,On-time
4526,286,2021-11-22,66.75,On-time
4527,286,2021-12-22,66.75,On-time
4528,286,2022-01-21,66.75,On-time
4529,286,2022-02-20,66.75,On-time
4530,286,2022-03-22,66.75,On-time
4531,286,2022-04-21,66.75,On-time
4532,286,2022-05-21,66.75,On-time
4533,286,2022-06-20,66.75,On-time
4534,286,2022-07-20,66.75,Late
4535,286,2022-08-19,66.75,On-time
4536,286,2022-09-18,66.75,On-time
4537,286,2022-10-18,66.75,Late
4538,286,2022-11-17,66.75,On-time
4539,286,2022-12-17,66.75,On-time
4540,286,2023-01-16,66.75,On-time
4541,286,2023-02-15,66.75,On-time
4542,286,2023-03-17,66.75,On-time
4543,286,2023-04-16,66.75,On-time
4544,286,2023-05-16,66.75,On-time
4545,286,2023-06-15,66.75,Late
4546,286,2023-07-15,66.75,On-time
4547,287,2019-08-10,2352.75,On-time
4548,287,2019-09-09,2352.75,On-time
4549,287,2019-10-09,2352.75,On-time
4550,287,2019-11-08,2352.75,On-time
4551,287,2019-12-08,2352.75,Late
4552,287,2020-01-07,2352.75,On-time
4553,287,2020-02-06,2352.75,On-time
4554,287,2020-03-07,2352.75,On-time
4555,287,2020-04-06,2352.75,On-time
4556,287,2020-05-06,2352.75,On-time
4557,287,2020-06-05,2352.75,On-time
4558,287,2020-07-05,2352.75,Late
4559,287,2020-08-04,2352.75,On-time
4560,287,2020-09-03,2352.75,Late
4561,287,2020-10-03,0.0,Missed
4562,287,2020-11-02,2352.75,On-time
4563,287,2020-12-02,2352.75,On-time
4564,287,2021-01-01,0.0,Missed
4565,287,2021-01-31,0.0,Missed
4566,287,2021-03-02,2352.75,On-time
4567,287,2021-04-01,2352.75,On-time
4568,288,2020-04-16,631.36,On-time
4569,288,2020-05-16,631.36,Late
4570,288,2020-06-15,631.36,On-time
4571,288,2020-07-15,0.0,Missed
4572,288,2020-08-14,631.36,On-time
4573,288,2020-09-13,631.36,Late
4574,288,2020-10-13,631.36,Late
4575,289,2024-01-05,1338.79,Late
4576,289,2024-02-04,1338.79,On-time
4577,289,2024-03-05,1338.79,On-time
4578,289,2024-04-04,1338.79,On-time
4579,289,2024-05-04,1338.79,On-time
4580,289,2024-06-03,1338.79,On-time
4581,289,2024-07-03,1338.79,On-time
4582,289,2024-08-02,1338.79,On-time
4583,289,2024-09-01,1338.79,Late
4584,289,2024-10-01,1338.79,Late
4585,289,2024-10-31,1338.79,On-time
4586,289,2024-11-30,1338.79,On-time
4587,289,2024-12-30,1338.79,On-time
4588,289,2025-01-29,1338.79,Late
4589,289,2025-02-28,1338.79,On-time
4590,289,2025-03-30,1338.79,On-time
4591,289,2025-04-29,1338.79,On-time
4592,289,2025-05-29,1338.79,On-time
4593,289,2025-06-28,1338.79,On-time
4594,289,2025-07-28,1338.79,On-time
4595,289,2025-08-27,1338.79,On-time
4596,289,2025-09-26,1338.79,On-time
4597,289,2025-10-26,1338.79,On-time
4598,289,2025-11-25,1338.79,On-time
4599,289,2025-12-25,1338.79,On-time
4600,289,2026-01-24,1338.79,On-time
4601,289,2026-02-23,1338.79,On-time
4602,289,2026-03-25,1338.79,On-time
4603,289,2026-04-24,1338.79,On-time
4604,290,2019-10-18,968.61,On-time
4605,290,2019-11-17,968.61,On-time
4606,290,2019-12-17,968.61,Late
4607,290,2020-01-16,968.61,On-time
4608,290,2020-02-15,968.61,On-time
4609,290,2020-03-16,968.61,On-time
4610,290,2020-04-15,968.61,On-time
4611,290,2020-05-15,968.61,On-time
4612,290,2020-06-14,968.61,On-time
4613,290,2020-07-14,968.61,On-time
4614,290,2020-08-13,968.61,On-time
4615,290,2020-09-12,968.61,On-time
4616,290,2020-10-12,968.61,Late
4617,290,2020-11-11,0.0,Missed
4618,290,2020-12-11,968.61,On-time
4619,290,2021-01-10,968.61,On-time
4620,290,2021-02-09,968.61,On-time
4621,290,2021-03-11,968.61,On-time
4622,290,2021-04-10,968.61,On-time
4623,290,2021-05-10,968.61,On-time
4624,290,2021-06-09,968.61,On-time
4625,290,2021-07-09,968.61,On-time
4626,290,2021-08-08,968.61,On-time
4627,290,2021-09-07,968.61,On-time
4628,291,2021-07-29,0.0,Missed
4629,291,2021-08-28,1083.64,Late
4630,291,2021-09-27,1083.64,On-time
4631,291,2021-10-27,1083.64,On-time
4632,291,2021-11-26,1083.64,On-time
4633,291,2021-12-26,1083.64,On-time
4634,291,2022-01-25,1083.64,On-time
4635,291,2022-02-24,1083.64,On-time
4636,291,2022-03-26,1083.64,On-time
4637,291,2022-04-25,1083.64,On-time
4638,291,2022-05-25,1083.64,Late
4639,291,2022-06-24,1083.64,On-time
4640,291,2022-07-24,1083.64,On-time
4641,291,2022-08-23,1083.64,On-time
4642,291,2022-09-22,1083.64,On-time
4643,291,2022-10-22,1083.64,On-time
4644,291,2022-11-21,1083.64,Late
4645,292,2022-03-04,841.29,On-time
4646,292,2022-04-03,841.29,Late
4647,292,2022-05-03,841.29,Late
4648,292,2022-06-02,841.29,On-time
4649,292,2022-07-02,841.29,On-time
4650,292,2022-08-01,841.29,On-time
4651,292,2022-08-31,841.29,On-time
4652,292,2022-09-30,841.29,On-time
4653,292,2022-10-30,841.29,On-time
4654,292,2022-11-29,841.29,On-time
4655,292,2022-12-29,841.29,On-time
4656,292,2023-01-28,841.29,Late
4657,292,2023-02-27,841.29,On-time
4658,292,2023-03-29,841.29,On-time
4659,292,2023-04-28,841.29,On-time
4660,292,2023-05-28,841.29,Late
4661,293,2022-08-04,3539.58,On-time
4662,293,2022-09-03,3539.58,On-time
4663,293,2022-10-03,3539.58,On-time
4664,293,2022-11-02,3539.58,Late
4665,293,2022-12-02,3539.58,Late
4666,293,2023-01-01,3539.58,On-time
4667,293,2023-01-31,3539.58,On-time
4668,293,2023-03-02,3539.58,On-time
4669,293,2023-04-01,0.0,Missed
4670,293,2023-05-01,3539.58,Late
4671,293,2023-05-31,3539.58,On-time
4672,293,2023-06-30,3539.58,On-time
4673,294,2021-11-17,1324.47,On-time
4674,294,2021-12-17,1324.47,On-time
4675,294,2022-01-16,1324.47,On-time
4676,294,2022-02-15,1324.47,On-time
4677,294,2022-03-17,1324.47,On-time
4678,294,2022-04-16,1324.47,On-time
4679,294,2022-05-16,1324.47,On-time
4680,294,2022-06-15,0.0,Missed
4681,294,2022-07-15,1324.47,On-time
4682,294,2022-08-14,1324.47,On-time
4683,294,2022-09-13,1324.47,On-time
4684,294,2022-10-13,1324.47,On-time
4685,294,2022-11-12,1324.47,On-time
4686,294,2022-12-12,1324.47,On-time
4687,294,2023-01-11,1324.47,On-time
4688,294,2023-02-10,1324.47,On-time
4689,294,2023-03-12,1324.47,On-time
4690,294,2023-04-11,1324.47,On-time
4691,294,2023-05-11,1324.47,On-time
4692,294,2023-06-10,1324.47,On-time
4693,294,2023-07-10,1324.47,On-time
4694,294,2023-08-09,1324.47,On-time
4695,294,2023-09-08,1324.47,On-time
4696,294,2023-10-08,1324.47,On-time
4697,294,2023-11-07,1324.47,On-time
4698,294,2023-12-07,1324.47,On-time
4699,294,2024-01-06,0.0,Missed
4700,294,2024-02-05,1324.47,Late
4701,295,2019-02-17,941.96,On-time
4702,295,2019-03-19,941.96,On-time
4703,295,2019-04-18,941.96,On-time
4704,295,2019-05-18,941.96,On-time
4705,295,2019-06-17,941.96,On-time
4706,295,2019-07-17,941.96,Late
4707,295,2019-08-16,941.96,On-time
4708,295,2019-09-15,941.96,On-time
4709,296,2020-09-17,432.8,Late
4710,296,2020-10-17,432.8,Late
4711,296,2020-11-16,432.8,On-time
4712,296,2020-12-16,432.8,On-time
4713,296,2021-01-15,432.8,On-time
4714,296,2021-02-14,432.8,On-time
4715,296,2021-03-16,432.8,On-time
4716,296,2021-04-15,432.8,On-time
4717,296,2021-05-15,432.8,On-time
4718,297,2021-09-01,573.3,On-time
4719,297,2021-10-01,573.3,On-time
4720,297,2021-10-31,573.3,On-time
4721,297,2021-11-30,573.3,On-time
4722,297,2021-12-30,573.3,On-time
4723,297,2022-01-29,573.3,On-time
4724,297,2022-02-28,573.3,Late
4725,297,2022-03-30,573.3,On-time
4726,297,2022-04-29,573.3,On-time
4727,297,2022-05-29,573.3,On-time
4728,297,2022-06-28,573.3,On-time
4729,297,2022-07-28,573.3,On-time
4730,297,2022-08-27,573.3,On-time
4731,297,2022-09-26,573.3,On-time
4732,297,2022-10-26,573.3,On-time
4733,297,2022-11-25,573.3,On-time
4734,297,2022-12-25,0.0,Missed
4735,297,2023-01-24,573.3,On-time
4736,297,2023-02-23,573.3,On-time
4737,297,2023-03-25,573.3,On-time
4738,297,2023-04-24,573.3,On-time
4739,297,2023-05-24,573.3,On-time
4740,297,2023-06-23,573.3,On-time
4741,297,2023-07-23,573.3,On-time
4742,297,2023-08-22,573.3,On-time
4743,297,2023-09-21,573.3,On-time
4744,297,2023-10-21,573.3,On-time
4745,298,2019-07-10,215.13,On-time
4746,298,2019-08-09,0.0,Missed
4747,298,2019-09-08,215.13,On-time
4748,298,2019-10-08,215.13,Late
4749,298,2019-11-07,215.13,On-time
4750,298,2019-12-07,215.13,On-time
4751,298,2020-01-06,215.13,On-time
4752,298,2020-02-05,215.13,On-time
4753,298,2020-03-06,215.13,On-time
